Cod_setor;Situacao_setor;ATEMEIOSALARIO;DEMEIOA1SALARIO;DE1A2SALARIOS;DE2A3SALARIOS;DE3A5SALARIOS;DE5A10SALARIOS;DE10A15SALARIOS;DE15A20SALARIOS;MAISDE20SALARIOS;SEMSALARIO;TOTAL
310620060640087;1;2;148;132;50;34;18;1;1;0;155;622
310620060640088;1;1;73;115;61;51;26;6;4;0;152;540
310620060640089;1;32;142;116;14;10;0;1;0;0;149;549
310620060640090;1;37;171;120;9;1;0;0;0;0;157;594
310620060640091;1;4;120;71;9;2;1;0;0;0;169;454
310620060640092;1;15;116;113;31;30;18;1;0;2;177;574
310620060640093;1;6;361;165;47;27;12;2;2;1;427;1249
310620060640094;1;16;212;207;67;33;15;1;1;0;233;901
310620060640095;1;23;221;207;72;62;25;4;0;1;302;1047
310620060640096;1;14;212;184;44;27;11;2;2;0;293;902
310620060640097;1;11;145;170;67;56;14;8;0;2;345;939
310620060640098;1;5;127;118;27;21;3;1;0;0;144;507
310620060640099;1;10;181;239;64;39;22;1;0;1;217;895
310620060640100;1;1;113;284;77;67;25;3;2;0;272;944
310620060640101;1;3;128;160;52;38;20;3;3;0;202;697
310620060640102;1;11;232;241;87;66;42;5;1;2;332;1130
310620060640103;1;5;163;171;72;54;53;6;1;2;218;802
310620060640104;1;5;102;142;94;58;42;13;2;1;160;702
310620060640105;1;9;118;211;103;100;79;5;2;1;221;926
310620060640106;1;6;93;163;80;38;10;1;0;0;163;640
310620060640107;1;10;128;224;90;62;29;5;0;0;209;855
310620060640108;1;18;92;130;73;46;18;3;0;0;138;597
310620060640109;1;3;119;222;98;83;56;4;0;2;256;954
310620060640110;1;48;231;250;44;18;4;0;0;0;356;1191
310620060640111;1;5;122;149;47;29;17;2;1;1;187;644
310620060640112;1;8;146;147;48;39;31;2;2;1;210;754
310620060640113;1;21;124;143;40;43;25;1;1;2;186;689
310620060640114;1;7;170;180;22;12;9;0;0;0;204;680
310620060640115;1;11;131;122;40;21;18;2;0;0;140;551
310620060640116;1;0;63;80;23;12;10;3;0;2;88;317
310620060640117;1;10;226;222;99;50;22;7;1;0;271;1028
310620060640118;1;4;112;177;60;46;20;3;0;0;169;655
310620060640119;1;17;117;173;67;57;22;2;1;2;176;731
310620060640120;1;2;54;51;15;5;2;0;0;0;59;218
310620060640121;1;31;265;268;38;9;2;1;0;0;290;1072
310620060640122;1;24;228;184;43;16;1;0;0;0;267;884
310620060640123;1;46;255;301;48;33;19;5;2;1;352;1258
310620060640124;1;7;154;245;88;91;39;8;6;3;337;1072
310620060640125;1;4;128;139;42;34;10;4;0;0;137;572
310620060640126;1;11;168;159;59;45;27;0;2;0;154;722
310620060640127;1;13;195;219;66;46;23;4;2;0;221;890
310620060640128;1;31;299;232;76;48;34;1;3;2;274;1120
310620060640129;1;2;99;114;105;83;92;7;15;0;201;845
310620060640130;1;0;89;75;30;13;6;2;1;0;120;380
310620060640131;1;0;3;15;3;1;1;0;0;0;12;49
310620060640132;1;1;40;26;9;6;4;0;0;0;58;159
310620060640133;1;1;80;42;14;8;1;0;0;0;82;274
310620060640134;1;6;47;41;4;4;1;0;0;0;256;447
310620060640135;1;20;125;132;34;19;4;0;0;0;125;532
310620060640136;1;2;7;24;9;4;4;0;0;0;26;97
310620060640137;1;11;56;74;11;8;5;0;0;0;81;270
310620060640138;1;10;195;119;30;31;7;0;3;0;168;622
310620060640139;1;0;74;77;26;21;6;0;1;0;109;359
310620060640140;1;20;214;112;22;4;4;0;1;2;233;726
310620060640141;1;0;13;19;7;4;3;0;0;0;23;77
310620060640142;1;17;188;239;108;78;34;4;0;0;304;1141
310620060640143;1;9;125;175;74;40;27;3;0;1;199;739
310620060640144;1;9;138;118;40;22;8;0;0;0;154;566
310620060640145;1;6;182;122;34;22;4;0;1;1;197;676
310620060640146;1;14;44;36;9;6;4;0;0;0;62;210
310620060640147;1;0;0;0;0;0;0;0;0;0;0;464
310620060640148;1;15;122;148;31;26;10;1;0;0;163;607
310620060640149;1;0;4;11;2;0;0;0;0;0;14;34
310620060640150;1;0;101;80;32;10;5;0;0;0;130;403
310620060640151;1;0;34;52;19;8;3;0;1;1;62;223
310620060640152;1;6;111;133;36;14;13;2;0;0;153;543
310620060640153;1;2;86;102;27;34;14;2;3;0;136;479
310620060640154;1;1;83;123;23;16;9;1;1;0;111;441
310620060640155;1;7;248;365;127;54;21;4;1;0;425;1490
310620060640156;1;3;38;46;15;3;2;0;0;0;56;192
310620060640157;1;0;45;47;8;2;0;0;0;0;89;227
310620060640158;1;0;24;14;6;5;2;0;0;0;38;106
310620060640159;1;2;2;4;1;3;0;0;0;0;12;28
310620060640160;1;8;185;230;67;49;14;0;1;1;256;932
310620060640161;1;4;69;142;36;24;9;0;0;0;208;587
310620060640162;1;4;41;68;7;6;0;0;0;0;69;245
310620060640163;1;8;150;140;30;18;3;0;0;0;203;653
310620060640164;1;7;14;41;9;7;0;0;0;0;42;144
310620060640165;1;3;41;41;8;3;0;0;0;0;41;165
310620060640166;1;4;53;60;17;0;5;0;0;0;75;258
310620060640167;1;5;59;87;10;5;1;0;0;0;75;279
310620060640168;1;16;59;68;6;3;0;0;0;0;107;346
310620060640169;1;9;91;65;7;3;0;0;2;0;133;365
310620060640170;1;14;101;187;78;47;19;1;2;0;139;659
310620060640171;1;5;22;20;10;7;2;0;0;0;80;161
310620060640172;1;2;111;90;18;14;7;0;1;1;408;760
310620060640173;1;3;23;7;4;1;0;0;0;0;30;89
310620060640174;1;0;0;0;0;0;0;0;0;0;0;129
310620060640176;1;0;20;18;6;4;3;0;0;1;36;101
310620060640177;1;0;155;99;24;19;10;0;0;0;196;573
310620060640178;1;5;135;95;23;16;7;1;0;0;152;489
310620060640179;1;10;84;114;43;37;20;5;2;0;162;538
310620060640180;1;35;109;140;15;13;2;0;0;0;140;588
310620060640181;1;18;30;30;7;1;1;0;0;0;39;150
310620060640182;1;20;144;143;39;27;21;0;0;0;181;667
310620060640183;1;15;117;129;26;14;7;0;1;0;131;521
310620060640184;1;52;205;163;33;11;3;1;0;2;228;863
310620060640185;1;18;73;50;7;1;1;0;0;0;93;289
310620060640186;1;36;198;117;10;1;0;0;0;0;232;760
310620060640187;1;28;458;589;163;85;62;8;2;0;705;2570
310620060640188;1;0;0;0;0;0;0;0;0;0;0;68
310620060640189;1;2;148;130;38;14;5;1;0;0;155;551
310620060640190;1;7;92;77;28;16;6;1;1;0;95;384
310620060640191;1;7;185;184;53;32;15;0;2;0;205;797
310620060640192;1;10;83;107;32;23;18;1;1;1;109;436
310620060640193;1;11;148;141;39;26;16;2;3;1;174;639
310620060640194;1;7;56;45;12;11;3;1;0;0;76;234
310620060640195;1;12;111;160;50;48;24;0;0;0;205;691
310620060640196;1;22;179;197;50;36;17;9;5;3;325;990
310620060640197;1;2;51;66;5;2;1;0;0;0;42;198
310620060640198;1;14;118;108;38;19;16;3;0;1;159;538
310620060640199;1;4;48;40;22;14;4;0;1;0;54;214
310620060640200;1;10;126;87;28;10;7;0;0;0;125;458
310620060640201;1;1;40;32;6;5;3;0;0;1;54;158
310620060640202;1;0;0;0;0;0;0;0;0;0;0;62
310620060640203;1;8;107;39;10;1;1;0;0;0;119;340
310620060640204;1;6;135;94;22;20;11;0;1;0;126;468
310620060640205;1;13;120;139;53;15;9;0;1;0;153;571
310620060640206;1;10;135;175;40;15;10;1;0;0;173;632
310620060640207;1;5;119;107;24;27;13;1;0;0;102;445
310620060640208;1;0;16;41;18;6;12;0;1;0;35;142
310620060640209;1;4;128;137;42;26;12;1;2;0;141;557
310620060640210;1;4;55;19;3;0;1;0;0;0;77;194
310620060640211;1;15;192;107;23;6;5;1;0;0;214;699
310620060640212;1;0;0;0;0;0;0;0;0;0;0;3
310620060640213;1;33;225;132;25;9;6;0;0;0;254;825
310620060640214;1;3;57;38;9;12;6;0;0;1;59;204
310620060640215;1;19;180;190;42;21;19;1;0;0;211;767
310620060640216;1;4;78;88;21;15;16;0;1;0;153;451
310620060640217;1;8;124;113;15;7;1;0;0;0;150;480
310620060640218;1;5;150;153;43;33;16;1;0;3;168;643
310620060640219;1;19;170;156;38;18;4;1;0;0;171;650
310620060640220;1;2;35;28;13;11;3;0;0;0;50;159
310620060640221;1;4;61;95;56;25;24;3;1;0;104;459
310620060640222;1;1;58;115;39;46;18;1;0;0;157;513
310620060640223;1;1;81;246;100;47;8;1;0;0;170;787
310620060640224;1;2;116;263;87;40;9;1;2;0;151;809
310620060640225;1;0;0;0;0;0;0;0;0;0;0;5
310620060640226;1;1;94;51;3;1;1;0;0;0;100;315
310620060660001;1;3;250;89;40;24;13;0;0;0;113;600
310620060660002;1;33;300;254;40;12;1;1;0;0;318;1133
310620060660003;1;9;175;177;59;24;10;0;1;0;249;797
310620060660004;1;22;162;168;56;24;12;0;0;1;179;733
310620060660005;1;5;185;212;95;57;37;4;1;0;220;917
310620060660006;1;1;160;197;58;45;12;3;0;0;170;706
310620060660007;1;5;59;93;46;28;21;3;1;0;220;539
310620060660008;1;13;116;135;80;61;15;0;0;1;159;640
310620060660009;1;4;226;155;45;36;14;2;0;0;260;851
310620060660010;1;5;127;206;82;43;14;1;1;1;185;754
310620060660011;1;3;69;59;24;11;5;0;0;0;80;273
310620060660012;1;5;36;57;27;16;6;0;0;0;73;246
310620060660013;1;45;183;267;52;7;5;1;0;0;295;1038
310620060660014;1;22;345;318;58;21;3;0;2;0;405;1378
310620060660015;1;30;400;246;47;14;5;1;0;0;362;1299
310620060660016;1;24;201;153;26;2;2;1;0;0;282;819
310620060660017;1;42;259;183;28;10;4;0;0;0;287;980
310620060660018;1;23;229;134;35;6;5;0;0;0;227;795
310620060660019;1;24;252;194;57;38;12;1;0;0;289;1002
310620060660020;1;13;146;139;39;20;9;2;1;1;191;639
310620060660021;1;18;155;143;41;18;9;0;1;0;153;611
310620060660022;1;8;188;118;64;33;11;0;0;0;185;690
310620060660023;1;10;215;239;98;87;52;10;3;3;301;1136
310620060660024;1;5;154;192;77;56;31;5;2;0;225;867
310620060660025;1;8;70;170;99;65;39;4;2;1;155;673
310620060660026;1;10;161;148;48;43;23;4;0;1;200;722
310620060660027;1;3;97;130;68;67;50;7;5;0;187;687
310620060660028;1;7;123;191;102;101;84;12;1;6;217;967
310620060660029;1;3;198;232;54;40;28;1;0;0;249;898
310620060660030;1;18;273;248;78;57;44;9;3;0;337;1208
310620060660031;1;10;280;367;114;60;36;4;2;0;381;1449
310620060660032;1;36;177;170;42;20;6;1;0;0;248;833
310620060660033;1;7;168;108;30;16;12;1;0;0;147;573
310620060660034;1;10;164;188;77;43;22;1;0;1;218;838
310620060660035;1;42;383;343;56;16;8;0;0;0;462;1624
310620060660036;1;12;134;116;37;18;12;1;1;1;216;654
310620060660037;1;41;300;215;38;13;1;0;0;0;305;1084
310620060660038;1;37;340;181;40;15;11;0;0;0;350;1178
310620060660039;1;27;260;204;34;15;2;0;0;0;301;1008
310620060660040;1;9;170;119;9;6;2;0;0;0;198;590
310620060660041;2;0;0;0;0;0;0;0;0;0;0;55
310620060660042;1;19;305;299;82;41;23;2;1;1;327;1282
310620060660043;1;15;172;216;83;39;21;4;1;1;224;914
310620060660044;1;19;222;199;85;47;17;1;2;0;209;907
310620060660045;1;16;199;270;78;51;24;3;3;0;230;986
310620060660046;1;12;166;266;107;82;52;5;3;2;284;1082
310620060660047;1;15;166;206;73;39;26;4;4;1;263;892
310620060660048;1;12;181;247;62;42;21;3;2;1;239;909
310620060660049;1;4;174;199;87;73;42;11;2;0;248;928
310620060660050;1;11;161;186;63;47;15;2;3;1;228;811
310620060660051;1;5;103;86;47;22;11;3;1;1;142;459
310620060660052;1;7;84;157;99;130;103;6;6;7;264;978
310620060660053;1;8;124;258;192;208;219;36;16;11;487;1823
310620060660054;1;0;51;84;69;80;65;6;2;2;148;597
310620060660055;1;1;78;178;112;108;60;11;8;4;153;843
310620060660056;1;2;33;56;26;11;8;4;0;0;70;240
310620060660057;1;7;50;87;34;28;19;3;0;0;114;394
310620060660058;1;4;117;145;83;96;70;10;8;3;216;838
310620060660059;1;1;55;138;96;87;48;5;6;1;113;649
310620060660060;1;5;52;115;48;29;20;2;1;0;95;420
310620060660061;1;13;138;176;45;26;18;2;2;0;184;701
310620060660062;1;3;104;134;7;3;0;0;0;0;115;410
310620060660063;1;25;343;151;23;12;1;0;0;1;358;1086
310620060660064;1;7;200;167;40;25;7;0;0;0;219;781
310620060660065;1;1;52;43;18;11;1;0;1;0;72;233
310620060660066;1;15;157;223;89;32;10;0;0;0;314;987
310620060660067;1;29;253;231;59;26;10;0;0;0;326;1136
310620060660068;1;6;90;102;17;5;0;0;0;0;235;565
310620060660069;1;28;262;215;45;36;20;2;1;0;249;989
310620060660070;1;6;139;127;40;27;4;0;1;0;141;544
310620060660071;1;11;151;165;71;29;11;3;4;1;167;708
310620060660072;1;3;62;100;26;11;6;1;0;0;147;411
310620060660073;1;20;278;327;103;52;17;3;2;0;403;1383
310620060660074;1;4;103;340;140;56;12;1;3;1;394;1218
310620060660075;1;30;230;159;27;11;1;0;0;0;310;975
310620060660076;1;34;210;154;18;11;2;0;0;0;341;923
310620060660077;1;63;201;223;25;6;1;0;0;0;234;919
310620060660078;1;12;256;245;45;21;5;0;1;0;368;1130
310620060660079;1;15;136;147;49;37;10;1;0;0;182;651
310620060660080;1;14;272;246;62;40;16;1;1;1;253;1007
310620060660081;1;19;237;254;88;46;19;0;1;1;232;1030
310620060660082;1;8;227;268;90;66;32;4;2;0;319;1174
310620060660083;1;15;203;233;95;57;28;1;0;1;278;1046
310620060660084;1;23;250;235;34;11;3;1;0;2;412;1166
310620060660085;1;25;383;328;26;17;5;0;1;0;472;1518
310620060660086;1;17;165;216;54;34;17;3;1;0;241;871
310620060660087;1;3;61;144;83;105;64;12;3;2;215;785
310620060660088;1;8;94;184;142;156;109;11;5;1;343;1206
310620060660090;1;12;153;111;28;14;9;0;0;0;177;606
310620060660091;1;18;142;137;50;16;13;0;0;0;156;618
310620060660092;1;8;221;239;88;67;42;4;1;1;327;1144
310620060660093;1;18;196;258;78;54;24;5;0;0;248;983
310620060660094;1;28;169;167;42;22;10;2;0;0;204;731
310620060660095;1;13;209;192;46;41;27;10;0;0;255;893
310620060660096;1;8;169;161;57;45;20;0;0;0;236;785
310620060660097;1;12;169;220;61;48;18;2;1;0;201;829
310620060660098;1;10;100;125;27;17;13;0;0;0;125;483
310620060660099;1;11;221;264;106;54;31;4;3;1;249;1046
310620060660100;1;27;257;254;66;60;16;2;1;1;358;1203
310620060660101;1;28;196;263;57;50;14;2;0;0;343;1078
310620060660102;1;14;284;138;55;33;8;3;0;1;266;915
310620060660103;1;34;239;219;60;36;21;2;0;0;314;1052
310620060660104;1;10;88;88;15;6;3;2;0;0;105;369
310620060660105;1;12;264;157;17;10;4;0;0;0;213;774
310620060660106;1;12;206;159;37;8;3;0;0;1;274;797
310620060660107;1;33;246;234;48;40;19;0;2;0;281;1013
310620060660108;1;17;194;118;34;18;1;0;0;0;273;752
310620060660109;1;5;229;122;22;5;2;0;0;0;225;710
310620060660110;1;16;315;260;50;17;14;0;0;0;319;1127
310620060660111;1;3;413;27;3;0;3;0;0;0;251;824
310620060660112;1;3;31;36;12;5;4;1;0;0;41;155
310620060660113;1;9;135;142;40;26;5;0;0;0;145;587
310620060660114;1;22;135;158;51;35;23;2;1;0;175;681
310620060660115;1;5;110;143;69;74;51;10;1;5;225;782
310620060660116;1;9;183;218;62;40;13;1;2;2;226;864
310620060660117;1;16;172;144;47;17;6;1;1;0;194;675
310620060660118;1;11;168;209;90;69;45;2;1;4;272;973
310620060660119;1;17;199;198;58;28;14;0;1;0;263;887
310620060660120;1;22;265;255;62;42;18;1;1;2;326;1153
310620060660121;1;27;249;196;65;43;21;3;0;0;254;980
310620060660122;1;13;178;148;34;15;9;3;1;0;180;655
310620060660123;1;1;35;12;5;0;1;0;0;0;16;84
310620060660124;1;14;226;264;66;54;35;2;1;0;262;1043
310620060660125;1;7;110;96;45;27;8;2;0;1;152;506
310620060660126;1;4;51;81;60;58;62;9;2;6;127;519
310620060660127;1;2;18;30;12;15;6;2;1;1;25;120
310620060660128;1;18;156;157;34;35;17;4;2;1;205;712
310620060660129;1;15;136;157;50;28;7;1;0;0;165;643
310620060660130;1;5;134;100;45;16;18;1;1;1;136;495
310620060660131;1;12;179;197;48;36;12;2;2;1;206;803
310620060660132;1;6;161;100;8;10;0;0;1;0;111;462
310620060660133;1;7;90;48;10;13;1;0;1;0;96;305
310620060660134;1;16;92;77;18;3;3;0;0;0;100;376
310620060660135;1;37;249;148;31;15;5;0;0;0;309;934
310620060660136;1;35;245;165;18;2;3;0;0;1;230;838
310620060660137;1;13;107;96;17;13;4;1;0;0;89;382
310620060660138;1;5;20;146;40;19;6;1;1;1;106;398
310620060660139;1;8;199;216;118;104;63;7;7;4;313;1165
310620060660140;1;8;155;196;89;97;62;13;3;2;267;1003
310620060660141;1;5;56;185;74;78;71;11;5;6;176;715
310620060660142;1;2;58;65;59;57;43;6;1;4;106;437
310620060660143;1;1;104;138;51;62;57;9;2;3;191;676
310620060660144;1;1;69;101;59;90;62;9;8;9;164;629
310620060660145;1;3;63;122;78;72;74;20;5;4;147;656
310620060660146;1;12;183;350;99;60;43;5;0;1;324;1208
310620060660147;1;0;16;31;31;40;68;25;24;11;128;424
310620060660148;1;7;123;139;58;34;25;0;1;1;197;648
310620060660149;1;8;92;162;98;107;102;14;18;11;248;945
310620060660150;1;3;93;180;90;142;124;28;15;20;251;1044
310620060660151;1;0;90;107;59;93;88;6;16;7;159;687
310620060660152;1;2;58;82;37;44;38;4;3;4;92;393
310620060660153;1;36;178;132;50;54;48;6;3;3;211;831
310620060660154;1;10;117;177;69;71;63;7;8;1;233;847
310620060660155;1;1;60;119;61;81;79;7;3;3;129;617
310620060660156;1;8;123;183;68;66;46;5;3;0;179;767
310620060660157;1;6;80;118;77;83;78;16;7;3;195;720
310620060660158;1;8;62;100;42;40;14;3;2;2;99;428
310620060660159;1;12;103;184;100;95;64;10;6;2;198;849
310620060660160;1;14;143;265;139;162;93;10;7;2;296;1311
310620060660161;1;8;301;405;20;4;3;0;0;0;453;1436
310620060660162;1;29;172;81;7;3;1;0;1;0;165;584
310620060660163;1;10;152;128;22;23;8;0;0;1;155;583
310620060660164;1;12;132;145;83;56;31;2;1;1;255;827
310620060660165;1;9;149;195;113;82;35;4;2;0;295;1009
310620060660166;1;12;167;161;56;41;40;2;2;0;238;876
310620060660167;1;15;170;203;68;33;5;1;0;0;215;842
310620060660168;1;19;364;287;77;63;15;4;1;0;427;1490
310620060660169;1;32;203;208;48;41;16;2;0;1;249;915
310620060660170;1;6;95;168;93;69;32;5;2;1;190;774
310620060660171;1;14;195;88;10;7;3;0;0;0;175;591
310620060660172;1;17;170;217;87;51;30;5;4;1;351;1091
310620060660173;1;7;218;272;77;98;75;11;6;3;344;1310
310620060660174;1;18;165;246;91;50;26;2;1;0;261;1000
310620060660175;1;6;120;123;25;12;6;0;0;0;164;532
310620060660176;1;14;231;214;33;19;7;0;0;0;191;823
310620060660177;1;19;215;193;67;41;14;3;1;0;288;986
310620060660178;1;18;193;239;71;35;10;1;1;1;250;968
310620060660179;1;12;343;269;54;23;9;0;0;0;349;1223
310620060660180;1;12;362;277;79;52;18;0;0;0;370;1344
310620060660181;1;22;156;180;42;26;8;2;2;1;245;836
310620060660182;1;3;262;222;62;54;26;2;2;0;376;1135
310620060660183;1;11;104;198;80;69;37;8;0;0;204;852
310620060660184;1;30;274;157;33;15;1;0;0;0;306;989
310620060660185;1;91;341;194;22;10;1;0;0;0;421;1306
310620060660186;2;4;70;47;14;9;2;0;0;1;45;217
310620060660187;1;23;129;135;46;25;10;2;0;0;147;575
310620060660188;2;0;0;0;0;0;0;0;0;0;0;2
310620060660189;1;13;276;275;35;21;8;0;0;0;306;1069
310620060660190;1;18;294;190;25;13;3;1;0;0;264;925
310620060660191;1;5;127;257;38;6;3;0;0;0;437;1042
310620060660192;1;12;106;78;11;5;1;0;0;0;93;373
310620060660193;1;17;107;96;11;3;0;0;1;0;216;553
310620060660194;1;0;118;175;94;18;9;1;0;0;269;821
310620060660195;1;2;92;128;39;27;9;4;1;0;126;482
310620060660196;1;3;57;63;32;34;26;4;0;2;110;362
310620060660197;1;7;17;40;18;33;25;2;7;1;70;250
310620060660198;1;1;63;61;13;21;21;1;0;0;85;299
310620060660199;1;9;106;171;44;35;18;3;1;0;169;621
310620060660200;1;2;27;25;2;4;0;0;0;0;44;122
310620060660201;1;4;31;79;37;44;21;1;1;2;99;358
310620060660202;1;1;17;57;23;31;8;2;1;0;33;196
310620060660203;1;5;125;219;120;105;48;1;1;0;224;984
310620060660204;1;11;57;84;15;5;3;0;1;0;107;341
310620060660205;1;0;40;45;14;7;5;1;0;0;45;183
310620060660206;1;4;333;121;18;8;3;0;0;0;292;916
310620060660207;1;6;107;97;29;19;7;1;1;0;165;505
310620060660208;1;2;28;47;20;12;6;0;1;0;43;185
310620060660209;1;4;36;32;6;4;1;0;0;0;47;158
310620060660210;1;9;74;89;40;24;20;3;0;0;127;437
310620060660211;1;6;183;20;9;0;1;0;0;0;236;546
310620060660212;1;1;36;52;28;18;15;1;1;0;70;249
310620060660213;1;2;60;65;17;8;5;0;0;0;58;251
310620060660214;1;9;122;75;12;8;1;0;0;0;156;477
310620060660215;1;5;35;37;22;15;7;0;0;0;79;233
310620060660216;1;8;112;97;20;9;2;0;0;0;144;458
310620060660217;1;12;219;186;42;22;4;1;0;0;279;865
310620060660218;1;15;164;131;23;9;3;0;0;0;158;604
310620060660219;1;9;98;104;28;22;3;1;0;0;107;433
310620060660220;1;40;256;138;18;4;0;0;0;0;270;851
310620060660221;1;5;118;99;33;17;5;1;0;0;109;438
310620060660222;1;4;12;33;12;9;2;1;0;1;23;109
310620060660223;1;3;18;27;26;11;7;2;0;0;33;137
310620060660224;1;9;127;85;14;4;0;0;0;0;170;469
310620060660225;1;6;70;27;7;4;1;0;0;0;45;193
310620060660226;1;12;148;142;38;21;13;3;1;0;211;662
310620060660227;1;0;26;35;9;11;7;0;1;1;21;131
310620060660228;1;5;43;34;17;8;8;1;0;1;32;175
310620060660229;1;7;166;133;19;6;2;0;1;0;143;570
310620060660230;1;8;102;83;43;19;15;1;1;1;124;437
310620060660231;1;3;91;82;27;28;7;1;2;0;96;368
310620060660232;1;15;98;45;13;5;0;0;0;0;66;283
310620060660233;1;1;65;21;2;5;4;0;0;0;57;171
310620060660234;1;1;69;44;13;14;4;0;1;0;79;240
310620060660235;1;9;40;33;7;7;5;1;0;0;54;179
310620060660236;1;12;83;39;11;4;2;0;0;0;81;277
310620060660237;1;7;44;50;8;9;4;0;0;0;66;216
310620060660238;1;9;46;13;1;1;0;0;0;0;74;177
310620060660239;1;12;81;56;9;5;0;0;0;0;92;309
310620060660240;1;9;97;47;9;7;1;0;0;1;66;265
310620060660241;1;5;55;59;14;12;5;0;0;0;50;226
310620060660242;1;3;95;67;12;8;2;0;0;0;83;306
310620060660243;1;1;74;66;19;12;4;0;0;0;74;289
310620060660244;1;0;17;30;8;4;4;0;0;0;40;117
310620060660245;1;7;201;166;42;30;12;0;0;0;302;906
310620060660246;1;4;36;40;26;8;2;0;1;0;51;195
310620060660247;1;2;143;159;43;35;9;0;0;1;206;714
310620060660248;1;24;211;110;23;5;5;2;0;0;274;817
310620060660249;1;3;96;100;34;16;3;0;0;1;137;458
310620060660250;1;7;91;39;7;2;1;0;0;1;70;259
310620060660251;1;12;131;112;24;9;6;0;0;0;225;612
310620060660252;1;10;124;103;17;6;2;0;0;0;120;450
310620060660253;1;15;143;115;26;19;8;0;2;0;186;573
310620060660254;1;1;26;21;20;11;7;1;0;0;32;139
310620060660255;1;3;62;70;24;38;18;2;2;0;99;345
310620060660256;1;0;14;27;19;14;22;4;3;3;81;212
310620060660257;1;11;25;56;31;13;3;0;0;0;37;213
310620060660258;1;14;195;198;41;24;5;1;1;0;252;889
310620060660259;1;19;147;152;38;20;9;1;0;0;131;589
310620060660260;1;2;138;87;34;16;6;0;1;0;109;451
310620060660261;1;1;100;118;23;17;7;2;0;0;104;415
310620060660262;1;13;139;131;48;33;17;3;3;0;169;613
310620060660263;1;0;71;172;74;65;40;5;4;1;178;713
310620060660264;1;17;288;140;25;9;1;0;0;0;272;883
310620060660265;1;3;134;160;84;69;44;5;2;1;236;825
310620060660266;1;4;125;123;73;55;30;4;4;2;153;631
310620060660267;1;1;27;34;13;8;1;0;0;0;30;129
310620060660268;1;2;62;154;49;21;6;1;0;0;96;460
310620060660269;1;6;57;136;68;29;2;0;0;0;70;435
310620060660270;1;13;85;118;57;50;18;0;0;0;151;573
310620060660271;1;29;304;357;105;57;25;0;0;0;422;1540
310620060660272;1;4;93;141;50;19;13;2;0;1;200;601
310620060660273;1;42;252;165;16;9;2;0;1;0;282;946
310620060660274;1;13;176;155;15;6;4;0;0;0;285;777
310620060660275;1;31;220;205;34;13;2;0;0;0;351;1063
310620060660276;1;6;130;164;34;23;10;0;0;0;136;576
310620060660277;1;7;153;165;19;16;5;2;0;0;190;637
310620060660278;1;6;19;17;1;2;2;1;0;0;21;78
310620060660279;1;4;29;9;1;0;0;0;0;0;30;82
310620060660280;1;6;92;119;78;52;34;1;1;1;121;554
310620060660281;1;7;87;165;30;42;22;1;2;0;178;622
310620060660282;1;5;83;212;94;38;17;0;1;0;123;671
310620060660283;1;0;29;64;43;54;55;5;7;4;293;595
310620060660284;1;8;117;84;20;12;17;0;1;0;117;420
310620060660285;1;12;134;152;48;29;15;0;1;0;167;632
310620060660286;1;15;143;224;77;33;16;1;0;0;162;763
310620060660287;1;13;96;176;58;28;20;3;0;0;151;642
310620060660288;1;9;99;135;37;35;19;3;1;1;156;554
310620060660289;1;16;211;178;32;31;13;0;0;0;220;804
310620060660290;1;6;108;158;45;27;13;0;1;0;162;595
310620060660291;1;71;298;203;27;10;2;0;0;0;268;1107
310620060660292;1;4;89;38;12;1;4;0;0;0;65;243
310620060660293;1;0;23;61;46;70;63;12;2;5;153;508
310620060660294;1;8;93;189;89;47;23;3;0;0;148;717
310620060660295;1;1;78;99;59;73;102;16;13;9;172;695
310620060660296;1;7;58;112;92;77;47;4;1;3;188;659
310620060660297;1;8;83;57;16;13;0;0;0;0;89;320
310620060660298;1;14;60;60;7;1;0;0;0;0;111;343
310620060660299;1;4;90;176;31;3;2;0;1;0;288;746
310620060660300;1;8;59;36;4;6;4;1;0;0;86;273
310620060660301;1;3;98;23;0;0;0;0;0;0;101;283
310620060660302;1;5;67;40;1;0;0;0;0;0;74;259
310620060660303;1;6;239;215;41;27;8;1;0;0;287;933
310620060660304;1;1;21;18;5;4;0;0;0;0;37;102
310620060660305;1;4;52;41;4;4;2;0;0;0;50;177
310620060660306;1;1;15;14;5;0;1;0;0;0;30;80
310620060660307;1;0;5;4;1;0;0;0;0;0;9;21
310620060660308;1;0;14;7;3;2;0;0;0;0;16;44
310620060660309;1;3;25;24;3;2;0;0;0;0;33;118
310620060660310;1;0;9;21;6;3;2;1;0;0;17;75
310620060660311;1;4;41;18;4;3;2;1;1;1;26;114
310620060660312;1;0;21;13;3;2;1;0;0;0;20;66
310620060660313;1;4;26;22;2;4;1;0;0;0;31;104
310620060660314;1;1;23;31;15;6;2;0;1;0;31;122
310620060660315;1;0;18;28;2;2;2;0;0;0;22;88
310620060660316;1;0;0;0;0;0;0;0;0;0;0;10
310620060660317;1;0;22;27;2;4;2;0;0;0;17;91
310620060660318;1;6;34;34;9;6;4;0;0;0;29;131
310620060660319;1;3;32;71;39;39;19;11;2;2;104;382
310620060660320;1;1;21;22;4;2;2;0;0;0;23;84
310620060660321;1;0;1;0;0;0;0;0;0;0;0;1
